,0,1
22,2020-04-28 15:09:32+00:00,"The UK will go very quickly down the toilet. Why? Because the UK will be in a deep recession and so will the rest of the world so the ""Great Trade Deals"" won't be worth squat. But the idiot in @10DowningStreet is so stupid he wont recognise reality."
23,2020-04-28 14:28:06+00:00,ARTICLE | Visual of the month The global economy faces its sharpest recession in recent history as a result of the coronavirus pandemic; but how long will recession last and how soon can we expect a recovery? Read our latest economic update: https://vgi.vg/3bXaoCg
24,2020-04-28 13:58:46+00:00,"The debt the UK was in at the end of bailing the banks out was about £650 billion. That debt, prior to the pandemic, was a £1.8 trillion. Three times that of New Labour despite austerity supposedly being the answer to the national debt caused by the 2008/9 recession."
25,2020-04-28 13:41:41+00:00,You’re in Germany mind your own business in UK matters... Enjoy your recession that’s been on the cards for 18 months 
26,2020-04-28 13:30:44+00:00,"#HSBA #RBS #BARC #LLOY #STAN How does today's stark warnings from @HSBC wrt a deep &amp; severe recession in Europe &amp; the US, play out across the rest of the UK banking sector? Find out here. "
27,2020-04-28 12:57:58+00:00,Soon folks in the UK will say that the recession is the result of #Corona and that without #brexit it would have been even worse.
28,2020-04-28 12:57:32+00:00, Uk has record unemployment Worst recession on record Businesses bankrupt Worst death toll in europe Uk is in a more precarious position than any country
29,2020-04-28 12:48:28+00:00,"If, back then, banks were managed better in this country, would the UK have avoided a global recession?"
30,2020-04-28 11:41:38+00:00,"As governments and central banks have reacted quicker to #COVID19 than during the global financial crisis, our model predicts there'll be considerable pick-up in the 2nd half of the year following a short recession. More global trends: http://ow.ly/S9WQ50zqxKI #globalrealestate"
31,2020-04-28 11:23:29+00:00,"The whole world was in recession and yet the uk chose austerity, and the most brutal form of it out of any 1st world country. But you do you Tory fan boy."
32,2020-04-28 11:16:18+00:00,"Things I can't figure at present: Eurozone was close to recession pre-crisis. US markets are supported by big tech firms, but EU and UK aren't. I know central banks are printing money, but markets seem very high - this recession will be worst ever, even if we reopen world in May."
33,2020-04-28 10:48:10+00:00,Forecasts warn of the worst global recession in a century 
34,2020-04-28 10:43:04+00:00,"The UK is £2 Trillion in debt, out of the EU it will be slammed by tariffs and having no trade deals with anybody. Deep recession."
35,2020-04-28 10:28:22+00:00,"Just in case you thought the UK govt was too busy stuffing up #Covid19 not to stuff up other things, here comes a botched rushed #Brexit deal. And another recession to add to the #coronavirus recession. "
36,2020-04-28 10:24:08+00:00,"Economic modelling & financial instruments? Absolutely f+ck all use in the 2008 crash, the ERM fiasco, Black Wednesday, house price crash, early ,80s recession, the IMF &amp; the oil spike. As useless as your beloved EU &amp; your pontificating on a topic you obviousl know nothing about!"
37,2020-04-28 10:13:04+00:00,"Didn't average speeds also fall in the last recession, as drivers were concerned about fuel efficiency?"
38,2020-04-28 09:30:09+00:00,"""In Britain ~1.8 million people have so far signed up for UC, with unemployment spiralling as the economy heads into the deepest recession since at least the second world war."" @RishiSunak #SaveOurSocEnts so we can #BuildBackBetter @SocialEnt_UK @LizTap55"
39,2020-04-28 09:20:01+00:00,Many may not be able to financially run a vehicle and so we may see traffic levels drop as they did in the last recession.
40,2020-04-28 09:15:23+00:00,"If that happens here I'll buy one. Did that, during the recession in the 90's, in the UK. Resting on my laurels now."
41,2020-04-28 09:12:54+00:00,The same guy talked the UK into deeper recession than necessary in 2008. Shouldn’t be allowed on TV.
42,2020-04-28 09:12:34+00:00,@UniofHerts Gold is not a currency is developed countries How do you think the UK will utilise it's Gold in a recession environment I heard Digital Currency cannot be bought fraudulently and swept under the carpet... 
43,2020-04-28 09:03:21+00:00,"You haven't moved on, remain told as many lies, Osborne said tax rises, public spending down graded, Brexit recession, 3 million job losses, company's leaving the UK in droves, university's would be decimated none of these happened."
44,2020-04-28 09:00:15+00:00,#28APR2020 #SELL_EURGPB NEW SIGNAL ENTRY RANGE: 0.872-0.875 &amp; 0.882-0.885 Risk/SL — 20 Pips | TP — 0.8640 NEWS/VOLUME: UK PM returns to Downing Street will edge higher against Euro. While Historic recession in Germany &amp; France wiping out all growth too. https://twitter.com/flashtrade11/status/1254720431417970688
45,2020-04-28 08:58:56+00:00,"Whooo the responses to this tweet, just like the reformist bores is the UK, supremely depressing "
46,2020-04-28 08:27:38+00:00,Buckle your seatbelts – the COVID-19 Pandemic’s impact on the haulage sector is set to be harsher than the Great Recession in 2008 @DriverRequire #Covid19 #Haulage #Transport #Logistics #SupplyChain
47,2020-04-28 08:24:06+00:00,"Let’s just brush under the carpet the fact the UK, like many of its neighbours were in the middle of the deepest recession in decades shall we? We were told at the time it would take a decade to recover - during which time corporation tax into the treasury increased by 45%"
48,2020-04-28 07:43:51+00:00,"In the UK, OBR predicts GDP decline of 13% in 2020 In Ireland, Dept of Finance predicts GDP decline of 10.5% in 2020 Why is Germany [land of TestTestTest and now, the compulsory mask] having a far better #vireas19 [predicted] recession? "
49,2020-04-28 03:21:03+00:00,"In a global recession, last thing we need is UK style 'austerity' policies. Need to focus on people's health and wellbeing, and fair access to #ozearlyed, #education, employment, income and #affordablehousing. Excellent interview with @MichaelMarmot. #covid19australia #auspol"
50,2020-04-27 21:08:59+00:00,"82 dead most of which with pre existing conditions. Don’t think we have the density of NY, Singapore, Italy, UK and Spain. But that’s ok people that work in travel, hospitality, sport, events and most industries will struggle to pay bills, mortgages and we will have a recession "
51,2020-04-27 19:39:43+00:00,"#UK must make sure we do not suffer severe recession with #Covid, #Brexit and we need strong and honest #leadership from everyone @RishiSunak @patel4witham @MattHancock @Jeremy_Hunt @BorisJohnson United we win. Divided we lose. Unity in diversity is key success."
52,2020-04-27 16:38:33+00:00,"You do realise that the longer the country stays in lockdown the more chance the economy will crash and the UK will go into a recession! With the upcoming Brexit negotiations &amp; trade deals, do you really think the Government would want the country to be in such a weak position! "
53,2020-04-27 16:36:46+00:00,That's a political choice as we seen with Austerity which killed far more than the 2008/09 recession itself did. There is no reason for even a substantial fall in GDP this year of say 10% (I think 5-6% is forecast) to effect mortality in a relatively rich country like the UK.
54,2020-04-27 15:09:13+00:00,"In 2017, 533k people died in UK. That's 44k a month. So what ever happened to people that die of other causes, where did they go. You need to understand figures are manipulated to justify a lockdown which in return economic recession and in return huge dept to IMF."
55,2020-04-27 14:19:32+00:00,"Bossano: in that context, Gibraltar would not be able to achieve recent rates of growth. Our manifesto was one for a recession in Europe and UK - but not a depression across the whole planet. The target of 2.5% growth this year may be difficult to achieve."
56,2020-04-27 14:18:32+00:00,"Bossano: global recession gets deeper every day, because it's cumulative. Recent report is that the UK will take three years to recover from this, potential 35% contraction in economy. We expected hard Brexit and that we would see a marked slowdown in economies of EU and UK."
57,2020-04-27 13:20:39+00:00,"Overall Sweden will have the same amount of deaths as the rest of Europe per million- with no lockdown Only difference, in Sweden they will happen in the next few months and in the UK they will happen over the next year And of course we may have a recession... #endthelockdown"
58,2020-04-27 12:01:07+00:00,"THE TIME IS NOW @10DowningStreet &amp; @RishiSunak can’t keep ignoring it: #UBI has to happen! This will be the 4th recession I’ve seen, things have got worse over the years! People were dying before #COVID19, this highlights the cracks in the benefits system "
59,2020-04-27 11:40:08+00:00,"Todate estimate 40k UK deaths from Covid19. Noone has died from lockdown. Lockdown isnt a disease. People will only die in a recession if Govt &amp; rich let them. For instance, no1 ever dies in a Famine coz of lack of food. Its political will. Read Amytra Sen https://www.oxfordscholarship.com/mobile/view/10.1093/0198284632.001.0001/acprof-9780198284635"
60,2020-04-27 11:20:15+00:00,"The IMF ""predicted"" that the UK would immediately be in recession after the initial Brexit vote. What happened?"
61,2020-04-27 11:15:07+00:00,".@dgbailey: ""If there is serious damage...then a V-shaped recession &amp; recovery will be much more difficult to achieve. All of which raises big qus about whether the gvt interventions are doing the job, or whether a scarring effect is already happening."" "
62,2020-04-27 10:48:45+00:00,"'We can say with near certainty that the fall in UK output in Q2 will be by far the largest recorded in modern economic history &amp; that a severe recession will occur this year', but what does this mean specifically for the rural industry? Find out here... https://bit.ly/3cQ0jHt"
63,2020-04-27 10:44:48+00:00,I did. You claimed that the virus caused the worse UK recession in 300 years which is why you are defending a guy who fired 4k people because if he didn't then he would be reduced to poverty at age 33 despite him being wealthy enough to fire 4k people on a whim. I have doubts.
64,2020-04-27 10:23:59+00:00,"Laura, UK GDP is set to contract by up to 35% in June, according to the OBR. We're on course of a deep recession/depression, worse than 08/09. You've really got to WAKE UP. Lives are being destroyed DAILY."
65,2020-04-27 10:08:34+00:00,Dunkirk was a thing when Churchill led -i.e doing anything you could to avoid letting your countrymen die. 3500 British died at Dunkirk. 20732 dead in the uk from corona virus &amp; he's stalling for what might happen in a recession - that the economy is DESIGNED to have in a crisis.
66,2020-04-27 09:30:35+00:00,•UK ONS Will continue to acknowledge the “technical” recession in calendar quarter GDP - FXStreet •EuroZone The end of monetary financing could kick-start the next Euro crises – Danske Bank
67,2020-04-27 09:15:05+00:00,"Thread on the actual cost of lockdown, something the media refuses to report. There are on average 30,000 cancer cases detected each month in the UK. Recession of 2008/09 caused an increase of 5,000 suicide related deaths over those years..."
68,2020-04-27 09:00:59+00:00,"So which country is it you are moving to? Most have had lockdowns. Most will be in recession. Let's not pretend the UK is unique in its actions. If your company is moving due to the transition period ending December, that makes more sense..."
69,2020-04-27 08:55:01+00:00,UK ONS: Will continue to acknowledge 'technical' recessions in calendar quarter GDP https://s68mv.app.goo.gl/mWbwt #UnitedKingdom #GDP #EconomicIndicator #Recession #GBPUSD
70,2020-04-27 08:34:59+00:00,Completely delusional thinking 3 years. Brexit 31/12 will make sure that we are in deep depression for a decade. We were already in recession before virus. UK economy will take three years to recover from coronavirus – EY 
71,2020-04-27 08:00:08+00:00,UK company earnings were in recession before coronavirus crisis https://buff.ly/3avqyS5
72,2020-04-27 02:08:12+00:00,"""We've never had to plan for recession or regeneration in New Zealand, whereas in the UK a lot of what planning is is regeneration. There are a lot of lessons we can learn from abroad about regenerating local areas"" "
73,2020-04-27 01:44:59+00:00,'No part of UK will be spared from recession' Coronavirus crisis threat to 1 in 3 jobs https://newslanes.com/no-part-of-uk-will-be-spared-from-recession-coronavirus-crisis-threat-to-1-in-3-jobs/
74,2020-04-27 01:16:09+00:00,"'No part of UK will be spared from recession' Coronavirus crisis threat to 1 in 3 jobs A SHOCK study has revealed up to one in three jobs in parts of Britain are at risk of being lost due to the coronavirus crisis as analysts warned ""no part of the UK … https://expressbusinessnewsblog.blogspot.com/2020/04/no-part-of-uk-will-be-spared-from.html"
75,2020-04-27 01:15:10+00:00,Because war - something which was an economy booster in WW2 - can be compared to something which has stalled the economy and will already take years to get out of. Even then it could possibly throw the UK into a recession not seen in hundreds of years. Hope it was worth it :)
76,2020-04-27 01:03:33+00:00,'No part of UK will be spared from recession' Coronavirus crisis threat to 1 in 3 jobs 
77,2020-04-27 00:51:34+00:00,‘No part of UK will be spared from recession’ Coronavirus crisis threat to 1 in 3 jobs http://dlvr.it/RVW6Rl
78,2020-04-27 00:32:17+00:00,'No part of UK will be spared from recession' Coronavirus crisis threat to 1 in 3 jobs - https://balmeldir.blogspot.com/2020/04/no-part-of-uk-will-be-spared-from.html
79,2020-04-26 23:36:48+00:00,"Tony Blair made the UKs final war debt payment to the US in 2006. 60 years of payments for war debt. The economy of the UK was devastated at the end of ww2. Never has the economy shut down completely like this, not in war or recession. This is uniquely bad."
80,2020-04-26 23:14:23+00:00,‘No part of UK will be spared from recession’ Coronavirus crisis threat to 1 in 3 jobs https://taazakhaber.com/no-part-of-uk-will-be-spared-from-recession-coronavirus-crisis-threat-to-1-in-3-jobs/
81,2020-04-26 23:05:18+00:00,"https://tfsnews.com/no-part-of-uk-will-be-spared-from-recession-coronavirus-crisis-threat-to-1-in-3-jobs/ A SHOCK study has revealed up to one in three jobs in parts of Britain are at risk of being lost due to the coronavirus crisis as analysts warned ""no part of the UK will be spared from recession"". "
82,2020-04-26 22:29:10+00:00,How do rich people make money in a Recession? #Economy #Economic #Depression #Recession #Business #COVID19
83,2020-04-26 22:02:38+00:00,"Date from 2018 Nice one. For the past 2 years France and Germany have been flirting very closely with recession, UK on the other hand has not. So using your argument, I say they have harmed their economies by £Xbn by staying in the EU, as they'd predicted higher growth."
84,2020-04-26 21:40:26+00:00,"And the UK absolute 'poverty' measure is actually an inequality measure (% of past median income) fall in median &amp; other incomes now compared to base year. So, recession leads to general fall in income so UK measures may well show big fall in inequality and big rise in poverty."
85,2020-04-26 21:14:43+00:00,"Absolute nonsense 1) We aren't in the Eurozone 2) The UK voluntarily assisted with a bailout once in the past to stop the Eurozone where the UK's main customers are based going in to recession. 3) Has there even been talk of a bailout required? Before anyone has a cry, I..."
86,2020-04-26 21:08:54+00:00,You seem to forget that the EU will also be in a depression. Probably worse that the UK as it was already facing huge economic problems before the pandemic struck. Italy for example has suffered stagnant growth for years. Greece is Bankrupt &amp; even Germany was facing a recession.
87,2020-04-26 20:28:14+00:00,"In 2016 Germany and France were expecting that their economies would be performing well. Instead they've both fared worse than the UK economy of late, and both flirted with recession for the past year. When did they vote to leave the EU? "
88,2020-04-26 19:52:20+00:00,"monetised and will be rolled over until they are a tiny share of GDP in 50-100yrs (see UK War Loan). It's no longer possible to argue that QE is an asset swap that is reversible, given every recession the central bank holding of govt debt will ratchet higher. 7/n"
89,2020-04-26 19:25:28+00:00,Is that so crazy? Many of my colleagues and I started contributing to personal pensions in our early 20s. That was in the UK in the 80s when we were in a recession but it was not uncommon. We joined our pension schemes before buying a house which were also more expensive then.
90,2020-04-26 17:47:06+00:00,"HK’s economy is in the dog house right now. If they keep doing this, then it won’t just be a short-term recession but a long term free fall. But why do they care, they’re doing this in the hope for their UK and US sugar daddy to adopt them. "
91,2020-04-26 17:45:22+00:00,You are smart you said so but you want the opposite... EU DESPERATELY NEEDS UK.. BUT EU DON'T WANT TO ADMIT IT.. EU IS IN REALLY DEEP DEEP DEEP RECESSION.. SO UK NEED TO GET OUT ASAP.
92,2020-04-26 17:30:01+00:00,Because EU don't want to look weak.. that is why EU said that UK will suffer but in reality is the opposite.. EU already is in deep deep deep recession but they don't admits..
93,2020-04-26 16:54:13+00:00,"We have experienced this in the UK with the recession of parliament, the lack of transparency in decision-making, and the refusal of tge Government to discuss future options (other than sports, Doh!). We need viable options: "
94,2020-04-26 16:10:04+00:00,We were already in crisis with gross inequalities impacting all aspects of health and recession on the cards. The pandemic has exaggerated and publicised this. Av life expectancy 7-9 years less if you are poor in UK. UK and USA at top of chart on #Ginicoeffiecient rating.
95,2020-04-26 15:39:32+00:00,Much of the Leave heartland in the North and East Midlands was already in recession at the point when the UK left the EU.Add on the effects of the coronavirus and let's see how gung-ho the Leavers are over the next couple of years. It's going to be fun to watch.
96,2020-04-26 15:33:40+00:00,No one in the UK government is able to be sufficiently reflexive to grasp the obvious: it is way behind on testing and tracing and quarantining because a decade of austerity and the slowest economy recovery from recession in recorded UK history has so corroded the public sphere. 
97,2020-04-26 11:56:12+00:00,"@carlbildt we don't need another remainer extension, now's the time to leave as impact will be neglible as ecomomies worldwide reduce anyway in fact speed it up and leave July 1st so called sensible observers said uk economy would have big recession if we voted to leave = LIERS"
98,2020-04-26 11:08:21+00:00,UK government obviously is aiming for is economic suicide by deepening the coronavirus recession. Ignoring the EU's generous offer of taking part in procurement of Covid-19 equipment is just another example of how not to behave.
99,2020-04-26 11:07:02+00:00,"You voted Remain because you were lied to - remember talk of the 'punishment budget', the recession and rise in unemployment, bring back of the queue for trade deals, Airbus and Nissan quitting the UK, all the EU workers leaving? All lies, and you believed them all."
100,2020-04-26 10:23:57+00:00,"I think""change"" brought about by Covid-19 in the UK will be little and is overhyped. Unless: further waves put repeated strain on the neoliberal system insurmountable radicalism in economic recession Currently farms flying in Romanian labour and people returning to work. "
101,2020-04-26 09:59:36+00:00,Even ODEY recons recession is priced in in UK Boom #FTSE
102,2020-04-26 07:47:49+00:00,obviously a huge amount safer if you have a vaccine but it’s not the only way.I mention chicken pox as the US vaccinates to get herd immunity in that where as the UK allows for natural herd immunity.@some point we need to talk about the balance with deaths from the recession
103,2020-04-26 05:53:45+00:00,"No. CV has done untold damage to UK 1) approval of the way it’s handled comes from Brexit supporters. The rest of us a leaning towards criminal negligence 2) CV damage is a perfect opportunity to push the country off no deal cliff, as we will be in recession already, so no!"
104,2020-04-26 05:23:41+00:00,"The economy has crashed several times whilst we've been in the EU: IMF early 80s recession &amp; deindustrialization, house price crash, black Wednesday, ERM fiasco, 2008 bank crash. The EU is no protection against crashes &amp; can hinder states financially. Look at Greece Italy Spain."
105,2020-04-26 05:22:31+00:00,"Not sure if I'm being cynical but I think there is a mindset that property owners leave premises empty rather than drop the rent. Never seen rents go down, not even through the recession, in the 90's, in the UK. House prices collapsed but rent never dropped."
106,2020-04-25 22:23:54+00:00,"Wait until the Tories decide to put useless extreme Austerity in place because of all the money they spent and wasted during this crisis. With the UK in a recession and employment on the rise, shoplifting will be up double what was last year."
107,2020-04-25 20:55:59+00:00,"This is another of the encouraging straws in the wind that have been blowing by in the last few weeks. I wonder: might the Chancellor decide that 2020-2021 is the perfect time to de-emphasise GDP targets, what with an almighty recession hoving into view?"
108,2020-04-25 20:20:24+00:00,"""Prime Minister Johnson of the UK is now mired in criminal inquiries, a flailing coronavirus response and a deepening recession. Even some people who voted for him in 2019 now rue their choice."" Funny old world, huh?"
109,2020-04-25 20:00:16+00:00,"#Cronacrash, 20\20, #Uk govt will control more citizens, 50% of the Economy will not recover, small companies will be prey to investment groups, pay cuts, later on tax rise, recession that will last 5years,and nail in coffin, #Brexit ,uk not able to compete world market,"
110,2020-04-25 16:48:07+00:00,"Whilst I agree in general with what you’re saying, I think this will be a bit different from a regular recession. Not only are millions of jobs effected in the UK but Worldwide also which could be the worse recession in god knows "
111,2020-04-25 16:43:12+00:00,"Not here either. House prices declined more than 50% in many parts of the UK during the 1990-91 recession. There were many bankruptcies, and thousands of people trapped by 'negative equity' owing more on their mortgage than the value of the house securing it. I was one of those"
112,2020-04-25 16:05:06+00:00,Tory Government Negligent & Incompetence over PPE.Medical Equipment & Covid-19 test disaster & the UK nation is being asked to trust this Tory Government to do a Brexit deal?. Good help us all. Brexit at a time of World on tip of Economic mega recession. UK should Remain in EU.
113,2020-04-25 15:43:29+00:00,"Partner has zzz. I'm listening to number 6 & catching up on articles that I've been wanting to read - about the resilience of flowers, the role of disgust in anorexia &amp; holy women, IMF projection on recession, anti semitism in the UK labour party &amp; why Bernie Sanders lost "
114,2020-04-25 15:29:45+00:00,"""Since 2015, the target has been legally binding. The UK Government says that meeting the target is in the national interest."" https://commonslibrary.parliament.uk/research-briefings/sn03714/ As @LiamTheKelly points out, UK maintaining a post-inevitable recession (when most needed) aid budget of 0.7% won't go very far. "
115,2020-04-25 14:26:25+00:00,"Precisely Andy, we're out. Just don't see the point of chucking the eea agreement out when we can keep it & trade globally. Rather that than no significant deals signed at all & just left blowing in the wind during a period of global trade recession. But hey common sense has left"
116,2020-04-25 13:12:31+00:00,Coronavirus: How the pandemic is ruining the European economy http://news.sky.com/story/coronavirus-how-the-pandemic-is-ruining-the-european-economy-11978579. When you have 25 countries that dad poor and 3 countries giving them money YES the economy will take a massive hit ... plus one of the 3 is now in recession ....The UK is leaving in December 
117,2020-04-25 12:44:30+00:00,"Just a matter of interest, how well is Sweden's economy working? From a UK perspective having most the EU &amp; USA in lockdown would have hit us hard anyway. Exports &amp; tourism for sure. Could have had health crisis+recession. At least with lockdown came govt support for businesses."
118,2020-04-25 11:59:49+00:00,"Just yesterday I read that the recession will affect big economies like the UK up to 25%. The last time there was a 25 percent drop in economic output in GB was in 1700. That's the opinion of David Owen, from the Investment bank Jefferies."
119,2020-04-25 11:40:42+00:00,What Positive Action SMEs Can Take in Battle For Survival During Global and UK Recession 
120,2020-04-25 10:19:59+00:00,"That is not what I asked. Debra says Trumps comments were taken the wrong way. I asked which way the should be taken. A recession is inevitable &amp; will be worldwide (I'm in the UK btw) but lifting restrictions must be controlled, otherwise you are valuing $over lives."
121,2020-04-25 10:18:41+00:00,Good idea @afneil but with the likelihood of a global recession how many people in UK will be able to shop in Burberry when this is all over?
122,2020-04-25 09:01:14+00:00,"No point in the UK wasting more time and effort, when the EU are sticking to their agenda on a level playing field, fishing rights, etc. We are now an independent nation and we shall make deals with the rest of the world as we please. The EU can sink into the mire of recession"
123,2020-04-25 08:51:20+00:00,"... UK organic sales fell during the recession mostly because our supermarkets stopped putting it on the shelves, I'm not sure demand changed that much because sales held up well in most of EU."
124,2020-04-25 08:48:25+00:00,The Construction Industry is often a barometer for recession. And swathes of people in #Newtonlewillows and the North West work in it. It’s now on them and their employers to ensure it’s done safely. A safe and managed return is good for the UK #economy
125,2020-04-25 08:20:43+00:00,Yes thihnhs are being put in place here in the UK but an awful lot of people have lost their job or are likely about to (including my sister). And the government has been helping but it’s required the borrowing of billions and billions of £s which will undoubtedly cause recession
126,2020-04-25 07:45:00+00:00,“Extreme right popularism”? In the UK we are about to inject a lethal dose of Brexit into every citizen’s post pandemic recession. 
127,2020-04-25 05:51:44+00:00,Exactly. 1958 year of reckoning as per @nomiprins .Most countries allow convertibility 1st time bar UK.Began dumping dollars for gold.Simultaneously oil shortages in Middle East saw inflow of dollars to S.America. To balance outflows saw interest rates hikes in USA &gt; recession.
128,2020-04-25 02:00:03+00:00,"Hard lockdowns only work before the psvdrnic has taken hold. Hard lockdowns after pandemic has taken hold, ruins the econ. Case in point, mega recession 2020 caused by UK panicking after Imperial College scaremongering report whichef to lockdown=recession."
129,2020-04-25 01:00:22+00:00,@ImranKhanPTI @a_hafeezshaikh @DRezaBaqir US+EU+UK with high unemployment+recession GOVTs wl BRING DIGITAL currency 2 phase out Cash 2 make ALL transactions documentd+Negative interest.Pakistan MUST offer Tax Amnesty in Budget 2 get Billions 
130,2020-04-25 00:34:42+00:00,"With prospects of long-term economic harm looming,UK should be planning improvements to the food system. We must avoid the danger of the government failing to create a resilient food supply in the good times then expecting the public to pay for the crisis in the recession ahead."
131,2020-04-25 00:14:32+00:00,What's that got to with extending the transition period? This is about not exposing businesses to unnecessary risk in the face of a recession because of coronavirus. Why let that get in the way of pointless tweet. The UK is sadly on course to have the highest Covid-19 death rate
132,2020-04-25 00:05:33+00:00,"That is not what I said at all and I don't think that either, but the fact that there is an economic cycle people haven't read about and start arguing these things gets on my nerves sometimes, the UK is due a recession by 2 years, and in economic terms, that's a lot of time"
133,2020-04-24 23:31:42+00:00,"More people are dying in the UK than other countries - that just can't be described as handling coronavirus ""well"" As the country partially opens, living with subsequent viral waves &amp; the reality dawns, incl recession, there will be a reckoning with the electorate."
134,2020-04-24 22:44:35+00:00,UK weren't in a recession when David Cameron became PM. 
135,2020-04-24 19:02:14+00:00,"Before covid, many EU states were in or hovering in recession, this lockdown will cripple them. UK after this lockdown will have our own battle for recovery, we just can’t keep giving these huge sums of money."
136,2020-04-24 18:50:59+00:00,"A deal that protects UK businesses from disruption in our biggest market when we're going into recession: so the least change possible basically, we have to put jobs and people first now, not ideology."
137,2020-04-24 18:37:02+00:00,"You do know the 2008/9 debt was due to a global recession, &amp; UK responses to it were voted in by all parties at the time, don’t you? And that the austerity policies since the conservatives have been in power since have made the country significantly poorer not richer?"
138,2020-04-24 18:24:53+00:00,"Sorry I would argue that we are going to see a deep recession in the EU, the cost of going on WTO and supporting the UK economy with covid-19 has become marginal and we can focus on supporting our strategic industries. Not giving our fishing away either."
139,2020-04-24 18:17:08+00:00,"The #UK future: from corona calamity to #Brexit recession, all made (worse) by #BoJo: Britain running down the clock in Brexit talks, says Michel Barnier "
140,2020-04-24 18:13:34+00:00,Data from nearly 500 PE-backed companies in the UK before and after the Great Recession found that PE-backed companies weathered the crisis better than similar ones that were not backed by private equity.
141,2020-04-24 17:13:59+00:00,"After the recession, my family split up and moved to different parts of the world. It was just me and Mam to deal with handing over the keys to our home. Those who were living in Canada, Australia and UK never endured that sensation, to drive by a home that’s no longer yours"
